,learning_rate,n_estimators,max_depth,min_child_weight,subsample,gamma,alpha,lambda,colsample_bytree,scale_pos_weight,F1,learning_rate_n_estimators,learning_rate_max_depth,n_estimators_max_depth,max_depth_subsample,alpha_lambda,max_depth_min_child_weight,scale_pos_weight_max_depth,max_depth_colsample_bytree
0,0.1186166344657351,915,9,5,0.9216662259935536,0.3081453741770723,0.6040049977395001,0.5648191628863961,0.9611604044653485,3,0.808099924299773,108.53422053614761,1.0675497101916158,8235,8.294996033941983,0.34115359720242405,45,27,8.650443640188136
1,0.2857071488588756,549,4,1,0.94656927341588,0.0224302788138585,0.8713335923402825,0.339203431271918,0.92576767888587,1,0.8185858585858586,156.85322472352271,1.1428285954355024,2196,3.78627709366352,0.2955593443043104,4,4,3.70307071554348
2,0.2222782431253074,553,7,5,0.6238469301378636,0.3112734952311408,0.9989046997630768,0.3226837070778202,0.7836636521503646,2,0.8047892720306513,122.91986844829499,1.5559477018771517,3871,4.366928510965045,0.3223302715370066,35,14,5.485645565052552
3,0.1836109604171406,728,7,2,0.876820221215898,0.154458861421883,0.6077627687434245,0.644906323864917,0.7007153813387538,3,0.8044808434528853,133.66877918367834,1.2852767229199842,5096,6.137741548511286,0.3919500529722856,14,21,4.905007669371276
4,0.0552454057283065,320,8,5,0.6559949506887052,0.1843625777354229,0.4047058743291701,0.8514844493139939,0.7481280701802089,4,0.8071020699500356,17.678529833058082,0.441963245826452,2560,5.247959605509641,0.3446007585373118,40,32,5.985024561441671
5,0.0552384108974987,253,3,4,0.7663274272073644,0.3848657091484401,0.2252071002162016,0.6091953913933262,0.6080944930559802,2,0.8316738681194815,13.97531795706717,0.1657152326924961,759,2.2989822816220933,0.137195127560765,12,6,1.8242834791679405
6,0.0268442475287778,764,9,2,0.8194353660218754,0.4054675963363053,0.2570960893951117,0.8531729786467225,0.8095972669858669,1,0.8192307692307692,20.50900511198624,0.2415982277590002,6876,7.3749182941968785,0.21934743638765147,18,9,7.286375402872801
7,0.2611910822747312,111,9,1,0.7610957938987323,0.2001783134199153,0.4794549781497657,0.2645971118810299,0.8020231201081635,2,0.8067875048206711,28.992210132495163,2.350719740472581,999,6.849862145088591,0.1268624024954103,9,18,7.218208080973471
8,0.1843233534055305,232,3,1,0.807844670321203,0.4735764680031774,0.3672777012807092,0.5195018547649811,0.8101001859321952,4,0.8074675041437669,42.76301799008307,0.5529700602165915,696,2.4235340109636088,0.19080144702914711,3,12,2.4303005577965857
9,0.2153410475608531,403,9,3,0.9986105235194476,0.2032313589760361,0.9138145226249442,0.450536539067076,0.9896124899888256,1,0.8186403066370789,86.7824421670238,1.9380694280476778,3627,8.987494711675028,0.41170683237267464,27,9,8.90651240989943
