learning_rate,n_estimators,max_depth,min_child_weight,subsample,gamma,alpha,lambda,colsample_bytree,scale_pos_weight,F1
0.06360779210240283,255,9,5,0.7152738103838118,0.43619728167740746,0.12508890983640353,0.7249102718360844,0.8956498668546184,4,0.8101517341040463
0.291179542051722,390,6,5,0.6025857431158842,0.30655811953462075,0.12978296572261128,0.4360482979725878,0.7272038819257193,1,0.808678102926337
0.2347885187747232,747,7,2,0.7984956887603256,0.07860194177847712,0.5568183602783076,0.6300345775424382,0.9185200743870654,1,0.7984637153830605
0.2824546930536148,243,3,1,0.7142503954248972,0.4811690287406034,0.9463786533583709,0.3405759374211187,0.7726931295371396,1,0.8247694334650857
0.26949993162401814,205,3,3,0.893843320284214,0.2591827316676603,0.41499775837075425,0.30115901978544535,0.7811992403319855,4,0.8069194478420408
0.18339099385521468,519,9,2,0.6095785061081934,0.0364492259358275,0.32694210025469495,0.5782297861695137,0.8051530410038295,1,0.7917425622343656
0.2773435281567039,769,6,1,0.8339311245223163,0.3134164522075336,0.6066893231978858,0.49812967418398035,0.8852125825500415,3,0.8042664670658682
0.03566282559505665,757,5,5,0.9765896950024262,0.1265994535064051,0.9304486005450311,0.5795363691499811,0.7094011463318828,4,0.8077901570313185
0.0668350301015521,101,7,1,0.6697637068445997,0.40184672593865123,0.8369278328446237,0.286660581287023,0.6486349398134107,3,0.8197611292073833
0.023115913784056037,688,4,1,0.7886597963002382,0.4089110367830953,0.9954836107332199,0.36695783181699526,0.8224229340765846,4,0.8067637060925652
0.10434579592134664,743,6,1,0.6365687967268553,0.48947367792733093,0.02256858320237709,0.08389796062890931,0.7307910492970957,3,0.8099128040385498
0.12271641400994977,189,4,3,0.850272764904541,0.25093476551225186,0.11285814471276223,0.05227637227220572,0.776996525467215,4,0.8077931154988642
0.08869121921442981,444,6,1,0.8202126722384903,0.22747843986386856,0.609467763366622,0.25345712967301626,0.8587786833349221,2,0.8247325063914402
0.2503338776540595,449,5,3,0.7629462096851329,0.3767378027232403,0.8205764393338497,0.07424685933054576,0.7976502964565082,1,0.8195062727640632
0.11345846474114088,558,5,5,0.8085508085894965,0.06623532817096328,0.28524434230676654,0.1037747086347407,0.8481115268403372,1,0.8210462532821652
0.09147100780934041,362,9,3,0.958629863387604,0.2734577568965621,0.23921108803421876,0.8129284053939371,0.8176800008454511,4,0.808714036216564
0.16738186411589207,450,9,5,0.6785177209244269,0.27312380006542547,0.7869757993812009,0.0388736970166893,0.8959185487744397,3,0.8006843455945253
0.050868025242681164,207,5,5,0.6090258046821388,0.04473656140519361,0.05638185385323158,0.6589427939347428,0.882374647084648,2,0.8291905074570866
0.2426371244186715,685,8,3,0.9446659538796404,0.20899204275345679,0.3693826475825851,0.2725577488154005,0.8136759567234477,3,0.8024691358024691
0.03161968666713354,138,5,2,0.8308468329551626,0.426642399283601,0.5058092225923297,0.8715456807081264,0.8715612083438827,1,0.8213560698335364
0.29619721161415,258,3,4,0.9562633821847369,0.42807681099733014,0.5603486743503234,0.48499228457749954,0.9494238409090451,1,0.8261791738208262
0.23395098309603066,682,3,1,0.838778089365269,0.0496188324598405,0.7286151567927769,0.30557645932782573,0.7729085151152675,3,0.8179357632623602
0.06762754764491,411,8,4,0.924064435983881,0.04536044137391543,0.35484572343065823,0.5176389356894345,0.7651052290995175,4,0.809748142779489
0.011601413965844696,340,7,1,0.7718693453420592,0.13134773850096765,0.6126843446746072,0.3819580190452688,0.905698248340952,4,0.8058142571155018
0.2464838142519019,544,4,1,0.8999439725153076,0.43738303127699674,0.5853754227909563,0.5643010646698302,0.8330215348167976,3,0.8157537347215935
0.21498862971580895,397,6,5,0.9652165867559424,0.06445129253674947,0.5476161006537471,0.11453286832634824,0.6284027120890354,1,0.815616466066552
0.2214120787318863,135,6,1,0.8288491854888825,0.3599984013137231,0.6404832931422122,0.9969905028125511,0.9568448062764325,3,0.8158157250385417
0.23366840053892426,183,8,1,0.6723140602249518,0.05058280980655161,0.2594491710680763,0.42555587769671754,0.612313240895056,1,0.8087774294670846
0.031472949002886205,551,3,3,0.7075190460120793,0.3115689268739127,0.08464875358462898,0.34823063970736867,0.8993585424838972,3,0.8177242495056624
0.11395506127783904,985,9,4,0.6794578307589623,0.1780336495595724,0.11927167203974343,0.7102098483162649,0.9035176570817252,4,0.7940979208584842
0.04360202726228762,874,6,3,0.6987428110382932,0.3944569814829335,0.22458238265390107,0.3638994064953325,0.9812444341127722,2,0.8232730029375533
0.26029999350392213,921,3,1,0.7225661797404146,0.1168452244126818,0.5001979355227852,0.8332743050287577,0.6216537633609283,1,0.821482755133003
0.19075645677999178,484,7,5,0.8220535147012754,0.3196009146949799,0.8404427505460201,0.45427072436042526,0.8387427443137964,2,0.809733665453152
0.10596042720726825,271,4,3,0.8351966517855332,0.11784126728794247,0.7012933420883841,0.7195584132654349,0.7711362282508212,4,0.8060145117580209
0.028431921582946856,475,7,3,0.7705998988967444,0.3568301415560769,0.7890406042020471,0.10745321644188655,0.7322531819438168,3,0.8172920065252854
0.10018487329754203,784,8,2,0.8461683119283342,0.4368390172803744,0.3509756239260914,0.8461191855551118,0.6361274241196292,4,0.8063747939183
0.10430316338775664,461,5,1,0.6326299702445464,0.06340089956338002,0.40465374164855017,0.7357179867781098,0.8250616478685237,2,0.8235849056603773
0.22158579171803858,658,5,5,0.635115294823264,0.43329784429775176,0.3936818859906128,0.21171677846196568,0.7916162902698455,4,0.8021978021978022
0.1948916666930118,990,5,3,0.6687317841430633,0.29678762720714896,0.19187318440450152,0.14528600974578665,0.6418217832604097,4,0.8022046404124811
0.2672916953471347,240,7,3,0.807230999216138,0.06355524543351199,0.06121665814357202,0.3162923487256244,0.8449958028388334,3,0.8091659708692829
0.1469423282969653,986,6,5,0.6855978714793254,0.213770927679856,0.5909160928272268,0.9760705860319043,0.8951812481011754,2,0.8108211087826253
0.04468233132210749,217,4,1,0.713313761397031,0.08043014674254895,0.9892166834205861,0.25683157456705863,0.9069113204214593,2,0.8316441441441441
0.21684098829466855,376,5,2,0.7601251344691976,0.35017394443328476,0.16682970495026284,0.4561272089466333,0.962149275304971,2,0.8214924249553025
0.23062766409890026,825,8,3,0.924746449604152,0.3794340672089748,0.046684819899273755,0.030020225717336313,0.7637882967555109,1,0.8086824835941444
0.1727703872951539,319,8,2,0.605544854365144,0.05289826013639948,0.779531681823933,0.39722752956623253,0.9812291074488548,4,0.804074074074074
0.23358048218682267,125,5,4,0.8597515280946489,0.25306992634732217,0.2525860066847242,0.5713200154331027,0.9461717620330744,2,0.8264353728669747
0.1532007229456733,620,5,1,0.8675506124162742,0.4073125280129586,0.8296438053529284,0.9531246125079651,0.7186006284095756,4,0.805648720211827
0.16159252052077827,882,4,4,0.9194623121426546,0.46808152077549825,0.7039366670345154,0.5167360449400644,0.6637132149397834,3,0.8157751586582049
0.1339868953239794,109,5,4,0.9731011756241252,0.256758933370885,0.9456735370508046,0.8191073261776878,0.7741557584512053,3,0.8186407066883
0.017371546755787604,477,4,4,0.6080551395797159,0.4751396118057035,0.408927235756672,0.5471276425689006,0.7607594831823866,1,0.822742474916388
0.04128851382805829,732,8,1,0.6615134822052865,0.2678444852280149,0.6619698394506341,0.0407850134355181,0.8302877221324817,1,0.815069184930815
0.019114463849152934,736,5,1,0.9544685176223973,0.19709524729995398,0.4648547808132707,0.31500827518977403,0.8333544929310992,3,0.8177393185505679
0.19455901926649632,781,7,5,0.7834074248748062,0.42410156427644774,0.6305886973085435,0.5755495078311033,0.8999947937519901,2,0.8035869250795488
0.10116323451213473,683,9,2,0.8258362555733854,0.24649135522904453,0.44959890600773733,0.9505939659311243,0.803955979282244,3,0.8050685975609756
0.1574855004377638,251,7,2,0.865210881489259,0.23595125528226152,0.18863224642407483,0.8591303597512333,0.6419290563763062,4,0.8078129199892483
0.27319427743856695,819,8,5,0.871626641798255,0.24515624470491415,0.5078974160033809,0.22835561417884764,0.9433165342212424,1,0.7969302231646975
0.08229474645317372,148,4,5,0.9726961613266033,0.4233925009348727,0.5285842014374423,0.2201098300191635,0.7239058332740749,1,0.8240768841679312
0.1290110476803326,253,7,4,0.9987797669646679,0.41597077084402606,0.8106038482601611,0.20117296711390076,0.9885189841226368,3,0.8164556962025317
0.2291098301774841,958,4,5,0.8880629843723761,0.2017599962201056,0.7355207057935812,0.9224988963025031,0.647144043471908,2,0.8217728217728217
0.0763514679925705,392,7,3,0.7148884836820604,0.1666499299352625,0.6637916239414441,0.8526661531017207,0.9833004688930013,2,0.822801674914351
0.03232417385034997,679,7,2,0.9519009609177375,0.24596401201956464,0.11338709555257254,0.7748834322529488,0.6364047227530067,4,0.8079446710409647
0.09402792134499272,149,4,5,0.6196883658163046,0.2863862548685545,0.720616290663715,0.3927351142242276,0.6924144551788238,1,0.8252682729297428
0.05675417330366128,763,6,3,0.6924323411497985,0.11916860531399848,0.5003051563545148,0.5043807042987668,0.6186319768346166,3,0.8157391383550414
0.2796123191793462,630,7,3,0.9589542869854859,0.3969775423577953,0.8940995361061592,0.4643317447951528,0.882045258655598,3,0.8109406763999261
0.2443549100736809,711,5,3,0.702476605775742,0.24324138286621144,0.9198709341305428,0.25339810755937264,0.9401194946287167,1,0.8125315816068721
0.19368708938802282,159,9,3,0.6882604238486993,0.1670227742099798,0.05515659060178546,0.505028046148767,0.7736284327263921,3,0.804013503375844
0.2627235711544381,266,8,4,0.6552501172560988,0.053410496481995307,0.8206415603544788,0.030496547852754463,0.9714088300169719,1,0.8031114253965047
0.24306490230074318,301,6,3,0.9436447030587666,0.11942258020180346,0.03769739042267062,0.13181037349745917,0.8361196287022399,2,0.8176375558300865
0.06410531707695039,956,4,4,0.8000233036764347,0.47464058587799185,0.36716962569502265,0.8865895961689464,0.8520028541786093,2,0.8277227722772277
0.26884210956209353,245,6,4,0.8699572812216618,0.1525498434097633,0.5422999756210791,0.7516797670314233,0.938167680680308,3,0.8127117867936624
0.1664092501555387,775,3,3,0.6956265536300119,0.08442964468351766,0.14810079862712744,0.42286840905908707,0.7187200820207356,2,0.8268377842785694
0.24415764499757814,538,3,2,0.9032161684044866,0.2303363958274966,0.7463138125690768,0.5171503622838772,0.7417062885310504,2,0.8289461269931125
0.269866476977813,341,7,3,0.9040022179848394,0.15354387168012434,0.008354704172138572,0.36999888595997743,0.9623807676778577,4,0.803181650018498
0.10222100774184051,680,7,3,0.72503920996332,0.017579625135597077,0.16859904843403684,0.7407798671606725,0.9603853984155055,1,0.810062638916953
0.04191505811302626,786,5,3,0.7642730532041131,0.16157260863970863,0.5807968298534757,0.7841871792320796,0.9905931104803484,1,0.822827076798543
0.07610119713716308,660,9,2,0.6838761109720803,0.2720543119697343,0.7143875620372924,0.7632851902031591,0.9607353265766685,3,0.8061409363974444
0.13386125870161433,582,8,1,0.9906244093291617,0.27585618600998346,0.9166431026939161,0.7226117248344496,0.6509488144133443,1,0.8222424794895169
0.247224282117523,207,6,1,0.8582410308233646,0.17827946058844435,0.7054966519346239,0.20450433869279583,0.9294897144547949,4,0.8049431009957326
0.2596118691443396,325,3,4,0.9738175522862063,0.22365137812630032,0.671779270254866,0.3379699792404788,0.7639353912438376,3,0.8166245943021998
0.012016117854045303,772,7,4,0.7213542174516533,0.4827589591173832,0.3943411463506643,0.4698454349836749,0.9963205423783752,3,0.818239392020266
0.15811671774749406,730,8,2,0.9127563651987559,0.1886742386151558,0.0012844255268014138,0.3307929914276556,0.7889123857315204,1,0.8037081821846029
0.1310491909131459,760,6,5,0.9063434575538968,0.1291134066299915,0.12015925873562194,0.754940200158329,0.8215344330008882,2,0.8161204268292683
0.07441126503651176,761,7,1,0.8766622607466166,0.12173352203338006,0.5345545447560391,0.3293535242499547,0.8119099661027194,2,0.8140780413159908
0.044760956526768016,531,7,4,0.9862555901067201,0.22888230635206708,0.6751298858444197,0.13823208678533716,0.7286948119433111,2,0.8259101654846336
0.1079083997070521,904,3,1,0.7574221344425263,0.37976007435847203,0.4174482838964625,0.3990404520483041,0.6300088355571672,2,0.8286252354048964
0.28344381413463055,754,3,2,0.6522869294359029,0.1029940920942366,0.7306790115283902,0.9799144327823803,0.9582604921607674,4,0.8042679727129614
0.10372885028601901,518,7,2,0.8686835436976243,0.35464806357038403,0.5218622953321788,0.2258814129335759,0.9210703250105148,3,0.8125580531302248
0.16044928030557618,554,4,5,0.8917239201908824,0.010574911674708143,0.07417619559431221,0.6121586589432291,0.6558107122238677,2,0.8271442035815268
0.21387549807960157,259,7,5,0.8300242293835258,0.209466488991973,0.19201625096794883,0.4329730498397063,0.9107073085400291,4,0.8068809416025351
0.11545258468999524,622,8,2,0.6827271572533585,0.38793253260139343,0.8399982232439429,0.07102456764932663,0.8503386664202439,3,0.8073793755912961
0.2918168039890786,749,7,4,0.8017823766677421,0.1693664778872157,0.7249127466244395,0.4878766059980595,0.7636575151670489,1,0.7974952025047974
0.28910971553321224,689,5,1,0.7248758946276518,0.28186855072269973,0.894761987012495,0.7021643286483125,0.701608459638225,1,0.8147848101265823
0.08301686578935559,176,9,3,0.7709866112666757,0.1024896164129554,0.11755724912093657,0.5132199758278188,0.943891513400893,4,0.8119278528052207
0.15420206670879177,608,5,5,0.8580874303378656,0.37099769556308615,0.9902225346150739,0.8721060637465811,0.8800753037176212,3,0.814006366530241
0.09725470984686319,540,5,3,0.8980858970763338,0.02613955163437981,0.2094067139499336,0.28893701665758265,0.8190959637876547,2,0.8256880733944955
0.0926037433694656,353,4,4,0.6928898763605372,0.4262713224377502,0.01177987628664201,0.08624917130396492,0.8438274135593856,3,0.8164551264740301
0.02069721473281451,869,4,5,0.7621301442587813,0.09909819321083407,0.9974229390535542,0.9365656116580061,0.6364264728328723,2,0.8306679209783632
0.18677365685417008,419,7,3,0.7076646283966517,0.4371990158541654,0.28107388544511314,0.378196349528219,0.7895679043644768,4,0.8037980461973888
0.15577691673636984,902,5,4,0.6794526455447476,0.17626462065025866,0.6680194525125599,0.5764055514536334,0.6774801171142808,2,0.8192930920117503
0.02492883786249691,362,4,1,0.9133548879983353,0.3613417872372433,0.1766823141763052,0.792003126130196,0.6833534716035301,4,0.8051429067848145
0.09080747462861731,696,3,4,0.963701077774797,0.15961264889309423,0.5802285321991417,0.3243136638755806,0.8645215849147467,3,0.81834564786448
0.27339710693032954,757,7,5,0.7480928742738306,0.4529558356173238,0.9040349864545593,0.7161645381776112,0.9645024607337153,3,0.7959821851606178
0.079472948293422,934,8,2,0.9005115697495067,0.06331856275918718,0.3201811674284386,0.13541884981782804,0.7615026441913386,2,0.8048543689320389
0.05201951290645469,653,9,1,0.9587981157457645,0.08925989463629935,0.6702539760443592,0.29129374720550527,0.6830997092048762,3,0.8104895764550514
0.15194130048049329,473,6,3,0.9384496842120926,0.24651506257940115,0.1879035887984165,0.1447106361365199,0.8594987748946616,2,0.8174490279753438
0.2958386316920742,736,7,5,0.6731253554156903,0.040969219519073063,0.6247953987187252,0.8112305584013578,0.948474818540127,3,0.7922337489292852
0.0801960287383351,266,6,2,0.9825167526053445,0.09799009235088096,0.33645035181751015,0.22264923522678537,0.8993275204489963,1,0.8237198947581461
0.20491930874770478,852,5,4,0.750670576171785,0.4718831911060072,0.21120825858795167,0.7174035554052103,0.9475028922146349,2,0.8161256742689506
0.2308696884453281,558,9,2,0.7356962644695345,0.4882448305739436,0.31318205070363514,0.9432983972456526,0.8146218684043197,4,0.8046763615625891
0.0789148877577959,379,6,5,0.6249725309111122,0.18812966466521097,0.17884106850779935,0.527772209068877,0.9007504977476763,1,0.8199737187910644
0.22118274109743927,799,5,5,0.7944694616419532,0.4616430105069678,0.9019161078378828,0.5400291922606877,0.6560258237435745,4,0.8046222222222222
0.11665710848858342,401,3,2,0.6436054462563715,0.27241233783671587,0.39718688631712884,0.46103356809781204,0.7393098461452766,3,0.8178458765209554
0.19336869087213804,630,6,4,0.6994159283709704,0.13487123293688352,0.24527930497436734,0.32589014339364275,0.755819665792609,1,0.8123356926188069
0.19372361612065947,679,9,2,0.7267770487069125,0.3511993605402993,0.4484078410159329,0.4756550309249171,0.8045182984984138,3,0.7981898709801656
0.16537465838167995,317,7,5,0.9235305293966736,0.3294509032874286,0.32053616680649555,0.6028075322667594,0.9716305441027295,2,0.8172820708031976
0.03618403331577841,201,5,5,0.9501954601583587,0.4945626595543667,0.744419253813326,0.9859915721706594,0.9497186240888698,4,0.8046196596040291
0.252237723720879,653,7,3,0.7209865269845879,0.13252364370464165,0.9712199118854944,0.9377645593182242,0.6538101969156738,3,0.7978553287555263
0.10302621884180338,387,9,3,0.9434792484978296,0.3360297513308677,0.4380336566976468,0.8621529582931218,0.6691158607529852,4,0.8092496115528746
0.06409036801595772,266,4,1,0.9428923749479164,0.026011877514723447,0.8610333999722404,0.8891305357048583,0.7430562198355646,4,0.8063503140265178
0.021824791050881535,720,5,5,0.9058603801539494,0.056823019348359705,0.5658630735596195,0.46784918329204295,0.7162975463562695,3,0.8191009207438166
0.1813589535245901,135,6,3,0.6586780456060726,0.001959187475546631,0.15723566509423348,0.6574443271774648,0.8459083812625049,2,0.8234407386470699
0.20649366493426188,843,5,2,0.8761291387602916,0.49973034052983656,0.6906227420813416,0.8950667229362141,0.961110419105818,4,0.8041053101294066
0.014810470389078283,840,7,4,0.9780096258322275,0.4011368485737389,0.5134344971258201,0.39295076499135306,0.9849166166690347,3,0.8155462946185903
0.1585069869067915,452,3,2,0.8730161915068628,0.3933615073667704,0.6506065232521034,0.9617624783454688,0.8614411810140905,2,0.8283968030089328
0.075683774807402,775,5,4,0.7326467396431335,0.25486303764408985,0.889687412571665,0.415786062069183,0.9352636805604346,3,0.8166485310119695
0.19710010921874047,998,6,3,0.8002317269723325,0.15003354145271997,0.4404345706560461,0.6010826653932156,0.8100808800923188,2,0.8076591670655816
0.06056626441144752,172,4,1,0.8582900173404214,0.07563214223133796,0.9011776232173556,0.7098047132723719,0.6833307787440159,4,0.8042401598748805
0.21037194404971513,747,8,2,0.8042281634914015,0.14233736942323183,0.7506690142816549,0.9505920130759383,0.809875364837391,1,0.7976575121163166
0.12215325042715583,452,3,2,0.6479811766923879,0.18798561096456956,0.48860492587798476,0.24461627405226605,0.8220330405750604,3,0.8179686090564676
0.281651696733653,990,4,2,0.7248256178608082,0.378155048490147,0.6032221356579637,0.7461309782386423,0.8969830256854225,4,0.8019469026548672
0.04988107380233804,169,5,4,0.920958412221453,0.2698308944515762,0.32558113251901144,0.5208155861440822,0.6879531958829397,3,0.8180673025013496
0.10890924180457495,524,7,3,0.944567218438207,0.038741813277741344,0.9835972997387742,0.26855714062064107,0.7473241528346927,3,0.8109411219286046
0.04290732115977083,807,9,2,0.654920013086228,0.00901450447945612,0.667351163050396,0.7766068397963906,0.7456109876858266,2,0.8106702619414484
0.2781611493007832,880,7,2,0.9809547009594899,0.051166089767031575,0.043846852496629896,0.5522222801738466,0.983775838296466,3,0.7957590361445783
0.2644284124804845,660,6,1,0.7315290471394438,0.20524935684868967,0.32662190574800876,0.6609738206496758,0.7775779841306876,2,0.8070511592259053
0.08480307203739512,927,7,1,0.864925495492288,0.46659645852450915,0.6233144337590575,0.322901068577901,0.9020375869192586,4,0.809287812041116
0.20139537334991192,741,3,3,0.9007300583826725,0.3187012406046108,0.0563332777992398,0.481273951827605,0.9003245525497756,3,0.8179848320693391
0.24699443805835258,616,7,3,0.9247784938551533,0.40091294993775756,0.023884191319142767,0.6173542509880671,0.7062176739212965,4,0.8033985017357939
0.17100823536384407,527,6,5,0.978299880890372,0.23318729725227427,0.45002423952780257,0.404910814269844,0.8287478757486928,1,0.8224469160768453
0.1635986677232419,638,8,1,0.7251678192115291,0.1808330415975214,0.33269017969267,0.1983725398477013,0.9577211573274592,4,0.7970126388356952
0.08013716436113098,259,5,5,0.9434025818206218,0.054200186358311364,0.4382986080331659,0.961640492315304,0.7900790877827798,3,0.8188962153373679
0.03699980266371077,248,9,4,0.6526747613744828,0.4379665110931025,0.26269330988000517,0.5114675400426174,0.9780470029370184,1,0.8218321226795803
0.2701925698064647,875,5,5,0.882016362541437,0.3915800145139514,0.1647177469429809,0.7339203702877005,0.6857832917296647,2,0.8179404513559644
0.2711212365773658,329,7,2,0.8967910918055944,0.08405904879886256,0.6891433569803377,0.4110471935560581,0.6296636423096122,1,0.8055021745726711
0.1935994226092477,811,4,5,0.8710892964805281,0.25613028193813026,0.5145711162678005,0.35513176402571633,0.9565815492578997,3,0.8143593453295958
0.10831863940412319,661,5,3,0.7009258944540612,0.24368740396062244,0.20015421124936683,0.407164298467125,0.9390724791848867,3,0.8143168604651163
0.11127077663767164,166,8,4,0.9492172588060813,0.3125457763432643,0.3195894262599983,0.4091966437856498,0.9970359503735379,4,0.8093573541274536
